"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez"
"ENSG00000008130",954.970824752761,0.0147195890452532,0.066252334922258,0.222174645807209,0.824177930605571,0.880772557556733,"NADK","65220"
"ENSG00000078369",9946.04557263681,0.0443202370772328,0.0382760451248839,1.15791056606367,0.246900535187046,0.346620316973394,"GNB1","2782"
"ENSG00000169885",1.40907649268242,1.66715894575287,1.60706317782534,1.03739477623328,0.299551911837171,0.40528743933317,"CALML6","163688"
"ENSG00000178821",2.56465587233207,-0.513052496947038,1.08917977836726,-0.47104482394645,0.637608725807482,0.733679642530881,"TMEM52","339456"
"ENSG00000067606",34.0074868626391,0.562193553313648,0.323167440358831,1.73963550501688,0.0819230407108974,0.133353409984229,"PRKCZ","5590"
"ENSG00000162585",655.211397296099,0.241138701737688,0.0757411327894182,3.18372188079259,0.00145394635034649,0.00326292472993244,"FAAP20","199990"
"ENSG00000157933",1780.14596929959,-0.709301608936319,0.0580165056701466,-12.2258588438445,2.26178523125953e-34,2.60423365142992e-33,"SKI","6497"
"ENSG00000116151",45.9442404288924,0.0890753613167626,0.276601711016992,0.322034744431825,0.74742637316512,0.82248711175297,"MORN1","79906"
"ENSG00000157916",2153.5090858002,0.0751255688325878,0.0522266904719147,1.43845164519829,0.150305948045832,0.227177629196952,"RER1","11079"
"ENSG00000157911",207.794701124024,-0.246534601071721,0.129138445752276,-1.90907207869485,0.0562527940519463,0.0953154378865929,"PEX10","5192"
"ENSG00000149527",30.2467084107542,-0.54672312786365,0.323492500967127,-1.69006430204454,0.0910156534563734,0.146057132038331,"PLCH2","9651"
"ENSG00000157881",435.476343889853,-0.098065378597439,0.0905104466725328,-1.08347027556101,0.278599737549786,0.382060382619219,"PANK4","55229"
"ENSG00000157873",24.332380919207,1.21815690773185,0.38109980575866,3.19642489795251,0.00139142043934684,0.00313080220383111,"TNFRSF14","8764"
"ENSG00000157870",391.29276401127,-1.33327287068436,0.0986171405065536,-13.519686981755,1.19683956270108e-41,1.70096639104036e-40,"PRXL2B","127281"
"ENSG00000142606",0.280742050920118,-0.175814047476726,3.18170420608947,-0.055257822880026,0.955933063263127,NA,"MMEL1","79258"
"ENSG00000215912",2.46654945097095,1.20618616054047,1.18945704921394,1.01406449382732,0.310551978992377,0.418097658389481,"TTC34","100287898"
"ENSG00000142611",4.06379450073457,0.35828834691658,0.904731455643579,0.396016237394677,0.692093049710963,0.778725822148048,"PRDM16","63976"
"ENSG00000130762",0.793807598119251,1.75431441470358,2.01651826963796,0.869971991386198,0.384315710789357,0.498332302095156,"ARHGEF16","27237"
"ENSG00000162591",120.624795073974,0.276917665332407,0.16404982058098,1.68800955924064,0.0914093939550897,0.146625124957565,"MEGF6","1953"
"ENSG00000158109",1837.24896959111,0.32129964599377,0.0532118950718693,6.03811695786843,1.55923038447632e-09,6.2242517352145e-09,"TPRG1L","127262"
"ENSG00000116213",196.349812421993,0.139171501404479,0.135733801710194,1.02532677675695,0.305209025373179,0.4118072522155,"WRAP73","49856"
"ENSG00000078900",1.06285907626091,-1.29217095148451,1.83964000191964,-0.702404247644187,0.482427097083291,0.59527884769035,"TP73","7161"
"ENSG00000162592",0.612206756137193,-1.45443083823444,2.42702599589594,-0.599264631155109,0.54899642957269,0.657172626627868,"CCDC27","148870"
"ENSG00000235169",8.00720108324259,-0.452339664822848,0.620940911396903,-0.728474572250748,0.4663231286537,0.580363981599243,"SMIM1","388588"
"ENSG00000130764",650.050345559859,-0.461561558317946,0.0765528461351991,-6.02931937374069,1.64651623419966e-09,6.56001485727926e-09,"LRRC47","57470"
"ENSG00000116198",868.398768437544,0.369187995290537,0.0696311370014633,5.30205323636721,1.14507436110157e-07,3.96711470002703e-07,"CEP104","9731"
"ENSG00000169598",99.4645610854156,-0.332394430413986,0.179407543734624,-1.85273385664126,0.0639205147619434,0.106664464058143,"DFFB","1677"
"ENSG00000198912",274.59719900775,-0.0792810784305031,0.109492557762847,-0.724077325896615,0.469018263950426,0.582898369678385,"C1orf174","339448"
"ENSG00000196581",2.51926689723939,-0.10207320756612,1.16098430901527,-0.0879195410080066,0.929940625267293,0.9526284100361,"AJAP1","55966"
"ENSG00000131697",226.184495605739,0.786511845527953,0.127881527258128,6.15031633099268,7.73285609388829e-10,3.14999538727821e-09,"NPHP4","261734"
"ENSG00000069424",137.964257926444,0.33023644180673,0.159723560373328,2.06754996592147,0.0386823611091873,0.0678529681060702,"KCNAB2","8514"
"ENSG00000116254",4.87851054000781,1.29095570136201,0.832290364255745,1.55108812597683,0.120880566353492,0.18762904548897,"CHD5","26038"
"ENSG00000116251",3157.32757952669,-0.05226267413661,0.0486267563682883,-1.07477195766018,0.282476838265218,0.3865406417766,"RPL22","6146"
"ENSG00000158286",16.6793288692637,-0.928163910622395,0.446358637365824,-2.07941290460947,0.0375794154126122,0.0661465931387888,"RNF207","388591"
"ENSG00000116237",2331.28583130502,-0.385174947403812,0.0484036998365012,-7.95755177196912,1.75476706716928e-15,9.87844042625704e-15,"ICMT","23463"
"ENSG00000158292",186.514804596562,0.0095238471921577,0.133216295664533,0.0714916080247476,0.943006503295584,0.960803999002442,"GPR153","387509"
"ENSG00000097021",1264.85337440718,-0.361761011735845,0.0633573712062108,-5.7098488281405,1.1307656759261e-08,4.25241758912959e-08,"ACOT7","11332"
"ENSG00000069812",3.15810817128513,2.95472164660346,1.29792491777337,2.2764965878553,0.0228163045971853,0.0419494382676294,"HES2","54626"
"ENSG00000187017",0.634513129677028,1.26926854167997,2.26453917970987,0.560497496820782,0.575140146586026,0.681493445922565,"ESPN","83715"
"ENSG00000215788",53.392055126377,1.21642916910152,0.254308220318365,4.78328686181945,1.72451738455993e-06,5.39044267521616e-06,"TNFRSF25","8718"
"ENSG00000171680",427.118705593219,0.840544674617321,0.096310455493252,8.72744989432859,2.604791970181e-18,1.66910539376207e-17,"PLEKHG5","57449"
"ENSG00000162408",364.085764021207,-0.647970481290694,0.102971041480056,-6.29274475597293,3.11900979037439e-10,1.31037532185113e-09,"NOL9","79707"
"ENSG00000173662",0.144923387344287,-1.13759814349974,4.0804728567969,-0.278790763576536,0.780405403141678,NA,"TAS1R1","80835"
"ENSG00000204859",120.908623879486,0.264363509909215,0.171011293526581,1.54588334172283,0.122132744362881,0.18931346091924,"ZBTB48","3104"
"ENSG00000162413",2066.29846562912,0.782090893797726,0.0629049717192976,12.4328947684401,1.7324509481278e-35,2.06076368632022e-34,"KLHL21","9903"
"ENSG00000116273",483.096239817907,-0.0838051139411841,0.0940473119748172,-0.891095260262455,0.372878067476719,0.486356972236767,"PHF13","148479"
"ENSG00000041988",128.326371358964,-0.430757756205682,0.158290060696419,-2.72131904119882,0.00650219738112357,0.013234274962436,"THAP3","90326"
"ENSG00000007923",671.879434225984,-0.564530297789246,0.0752089154900234,-7.50616192390292,6.08860986483133e-14,3.18770629441862e-13,"DNAJC11","55735"
"ENSG00000171735",303.848948894719,-0.0868963713842684,0.10718692452957,-0.810699362498227,0.417538339544095,0.53292457332648,"CAMTA1","23261"
"ENSG00000049245",1972.24810613789,-0.672795172551315,0.0520423566364075,-12.9278383231524,3.13509945202499e-38,4.02133122053475e-37,"VAMP3","9341"
"ENSG00000049246",147.3350024356,-0.205540232813075,0.158399219100516,-1.29760887698975,0.194421770209681,0.283870422959212,"PER3","8863"
"ENSG00000049247",0.322359981448618,-0.175813577071158,3.03719917979222,-0.0578867458680091,0.953838840683754,NA,"UTS2","10911"
"ENSG00000049249",2.47064777156683,-2.11201292882399,1.27015503095415,-1.66279932555748,0.0963526116989321,0.15378436118896,"TNFRSF9","3604"
"ENSG00000116288",2258.1923049478,-0.337643069158931,0.0495260522092726,-6.81748401290331,9.26487105685804e-12,4.29253912719188e-11,"PARK7","11315"
"ENSG00000116285",2398.97446233045,-0.978812953449166,0.138405725453304,-7.07205536652023,1.5265548460843e-12,7.39105299658029e-12,"ERRFI1","54206"
"ENSG00000162426",66.1455851799461,-0.088520051933201,0.218918491701011,-0.404351643597552,0.68595415401125,0.774312098529285,"SLC45A1","50651"
"ENSG00000142599",1448.30090895099,-0.728832876545203,0.0608942360765219,-11.9688319207967,5.17520616558613e-33,5.68770980375901e-32,"RERE","473"
"ENSG00000074800",18390.4756149844,-1.33893117834408,0.0358590275895967,-37.338747544078,3.86082291027515e-305,2.37086700215146e-302,"ENO1","2023"
"ENSG00000131686",0.144923387344287,-1.13759814349974,4.0804728567969,-0.278790763576536,0.780405403141678,NA,"CA6","765"
"ENSG00000142583",0.795996933916045,1.65816531767008,2.09096097285735,0.793015909524201,0.427768553593206,0.543206353856339,"SLC2A5","6518"
"ENSG00000180758",131.906748861367,-0.909413829377721,0.15816361694843,-5.7498294925453,8.93334953400584e-09,3.37935588891628e-08,"GPR157","80045"
"ENSG00000049239",1601.45954658721,-0.444676869370199,0.0545653741600517,-8.14943315637987,3.65634068508653e-16,2.12405002037073e-15,"H6PD","9563"
"ENSG00000171621",607.0715212426,0.246110337968822,0.0810677536430927,3.03585984449924,0.00239850827740104,0.00523072136613443,"SPSB1","80176"
"ENSG00000171612",169.912453924335,0.0838130139136356,0.144325337342754,0.580722799314098,0.561427293131459,0.668469497994139,"SLC25A33","84275"
"ENSG00000188807",341.694439198546,0.112623707100638,0.103721283352248,1.08583025065507,0.277554100143856,0.380945457992191,"TMEM201","199953"
"ENSG00000171608",587.285654132433,-0.631337041044272,0.0889004653943566,-7.10161682780515,1.2330571063956e-12,6.00158376289908e-12,"PIK3CD","5293"
"ENSG00000171603",4150.80399431927,-0.120192281360151,0.0425908497423203,-2.82202121083116,0.00477220208597197,0.00994242498488196,"CLSTN1","22883"
"ENSG00000178585",367.372092143342,-0.216351827781727,0.0978413063406717,-2.21125244412024,0.0270183605264174,0.0489786712716285,"CTNNBIP1","56998"
"ENSG00000162441",292.967656286429,-0.972540270466732,0.109782576743528,-8.85878524001817,8.0891032643111e-19,5.29854239597409e-18,"LZIC","84328"
"ENSG00000173614",221.895316976591,-0.295736728382802,0.121437170993167,-2.4353064713558,0.0148791815021262,0.0284569656084008,"NMNAT1","64802"
"ENSG00000162444",0.335628953094802,1.76002405826953,2.94200475634519,0.598239705246427,0.549680001677813,NA,"RBP7","116362"
"ENSG00000130939",2003.76871125387,0.737284394392623,0.0522784645613042,14.1030231201234,3.63842901570638e-45,5.60325672241176e-44,"UBE4B","10277"
"ENSG00000054523",1698.73379437079,-0.199776858698181,0.0601957605583748,-3.31878618768257,0.000904096260146763,0.00209078466688263,"KIF1B","23095"
"ENSG00000142657",3988.34288412843,0.123940918678981,0.0453004910835376,2.7359729599934,0.0062196136524382,0.012695937120448,"PGD","5226"
"ENSG00000251503",2.62968228585215,0.208091344564273,1.06169564302149,0.195999056727843,0.844610904300688,0.894951147284746,"CENPS-CORT","100526739"
"ENSG00000175279",15.1411484580662,-0.000460007617638277,0.450672714606654,-0.00102071326425823,0.999185588786858,0.999389019853459,"CENPS","378708"
"ENSG00000241563",2.83610942310219,-0.336471751099386,1.02984221113093,-0.326721654504612,0.743878420395736,0.819691806884709,"CORT","1325"
"ENSG00000160049",909.431158299505,-0.199097359011089,0.0713596712298252,-2.7900543203158,0.00526991990879972,0.0108946667998163,"DFFA","1676"
"ENSG00000142655",301.444744039201,-0.203866048675627,0.109802695712339,-1.85665795682936,0.0633598326429751,0.105896712802469,"PEX14","5195"
"ENSG00000130940",4.15740417674339,-0.97677592601745,0.891322406776994,-1.09587273762078,0.273134471197515,0.375824464243206,"CASZ1","54897"
"ENSG00000120948",1216.48413987918,-0.27492632756238,0.0595649563030474,-4.61557171575252,3.92014637606326e-06,1.1853737646783e-05,"TARDBP","23435"
"ENSG00000277726",0.144923387344287,-1.13759814349974,4.0804728567969,-0.278790763576536,0.780405403141678,NA,NA,NA
"ENSG00000009724",15.536404218195,-0.410607034573322,0.446495178874897,-0.919622549134779,0.357770038956197,0.47028316394367,"MASP2","10747"
"ENSG00000116649",2058.93095814472,-1.26360906970571,0.0543785212954412,-23.237282655048,1.91282396390697e-119,1.08846330424946e-117,"SRM","6723"
"ENSG00000171824",817.373897377406,-0.164050061150338,0.0730072388258275,-2.24703829084277,0.0246375800882145,0.0450395255941585,"EXOSC10","5394"
"ENSG00000198793",1657.59550594203,-0.0149372943453142,0.0541494336871364,-0.275853196020823,0.782660823691382,0.848900148628466,"MTOR","2475"
"ENSG00000171819",0.633640327047847,-1.58849331435093,2.26587338603799,-0.701051225606432,0.483271047391698,0.595802516018193,"ANGPTL7","10218"
"ENSG00000120942",259.092435417049,-0.329131544987386,0.114674768147578,-2.87013045942083,0.00410302476712558,0.00863369203567916,"UBIAD1","29914"
"ENSG00000204624",2.65819514122545,1.93152758932422,1.23066877402375,1.56949427018366,0.116532813534791,0.181722633147366,"DISP3","57540"
"ENSG00000116661",46.1780785986074,1.16924987815296,0.269532137928631,4.3380722133498,1.4373793137024e-05,4.0848623843706e-05,"FBXO2","26232"
"ENSG00000132879",215.991808974041,-0.0309694525376581,0.127314016139071,-0.243252498639495,0.807809799884306,0.867305371216937,"FBXO44","93611"
"ENSG00000116663",65.1191621613431,-0.231679116493419,0.221335192060691,-1.04673420587311,0.295222182887824,0.400790763762044,"FBXO6","26270"
"ENSG00000116670",303.585942678025,-0.31777835220306,0.109799827120321,-2.89416076998765,0.00380173453639185,0.00804912564248572,"MAD2L2","10459"
"ENSG00000162490",12.974640930305,3.04770708206716,0.655648990796237,4.64838217529467,3.34548632446871e-06,1.01976788934891e-05,"DRAXIN","374946"
"ENSG00000177674",420.234513406688,0.535065201707545,0.0979024839907768,5.46528729299608,4.62157676062924e-08,1.65684257597066e-07,"AGTRAP","57085"
"ENSG00000177000",285.501117306741,0.292840334621664,0.10982267361696,2.66648338614514,0.00766493948067545,0.0153967395483433,"MTHFR","4524"
"ENSG00000011021",368.754725254034,0.707741258741226,0.101384572246983,6.98075893654801,2.93589704134896e-12,1.40075269004212e-11,"CLCN6","1185"
"ENSG00000175206",0.765458639236935,2.9803657780798,2.05602872071247,1.44957400062341,0.147177350581705,0.223158414904647,"NPPA","4878"
"ENSG00000120937",1.24540004274696,1.09584693799401,1.78346284299224,0.614448987429105,0.538918672851777,0.648956891942928,"NPPB","4879"
"ENSG00000116685",1363.89085730184,0.0856483540011231,0.0623836621819297,1.3729292414951,0.169774345006071,0.252187581037684,"KIAA2013","90231"
"ENSG00000083444",10160.1427997413,0.0864413026703064,0.0408905509286213,2.11396766996851,0.0345180287292634,0.0612259847649396,"PLOD1","5351"
"ENSG00000116688",2352.37990165954,-0.232692535028659,0.0509958657896172,-4.56296861374272,5.04353568382154e-06,1.50804684333864e-05,"MFN2","9927"
"ENSG00000116691",142.034439404488,-0.626692738136085,0.155598121638428,-4.02763691191829,5.63402602567414e-05,0.0001504516679949,"MIIP","60672"
"ENSG00000120949",2.87800909922136,-1.85157049352641,1.12067334179762,-1.65219464447722,0.0984948778590809,0.156931622690501,"TNFRSF8","943"
"ENSG00000028137",284.51883113806,-0.691579199712798,0.113095489137802,-6.1150025079262,9.65554450943015e-10,3.90728761614447e-09,"TNFRSF1B","7133"
"ENSG00000048707",1177.42898261781,0.315531741208294,0.075306317178871,4.18997705675646,2.78982661549073e-05,7.68244855364396e-05,"VPS13D","55187"
"ENSG00000162496",239.359926567298,1.49168299077945,0.126037747481496,11.8352082656701,2.56705520294063e-32,2.74551956320312e-31,"DHRS3","9249"
"ENSG00000179172",1.21308277816865,-1.51845232839942,1.69389517372263,-0.89642638573812,0.370025080295063,0.483288694912144,"HNRNPCL1","343069"
"ENSG00000120952",0.13581866357583,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"PRAMEF2","65122"
"ENSG00000277058",0.158192358990472,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"HNRNPCL3","649330"
"ENSG00000275774",0.144923387344287,-1.13759814349974,4.0804728567969,-0.278790763576536,0.780405403141678,NA,"HNRNPCL2","440563"
"ENSG00000179412",1.42945348458236,-0.228839133993086,1.50624541816112,-0.151926858155997,0.879244624438969,0.91767102291442,"HNRNPCL4","101060301"
"ENSG00000162493",46.3376286808845,0.859990244259694,0.272303233819929,3.15820797349912,0.00158742264726255,0.00354207948150726,"PDPN","10630"
"ENSG00000116731",500.380369836304,-0.39746158844477,0.0857637581757267,-4.63437700141809,3.58014022558023e-06,1.08814408423596e-05,"PRDM2","7799"
"ENSG00000189337",242.360447435594,-0.616800098175317,0.120164471533227,-5.13296559544862,2.85212058399113e-07,9.59473936700783e-07,"KAZN","23254"
"ENSG00000171729",518.629349291039,1.29355664555549,0.0979461824287836,13.2068102449632,8.01494536762554e-40,1.07483407486866e-38,"TMEM51","55092"
"ENSG00000142621",0.805101657684502,0.388071418546278,1.99047313451868,0.194964409122818,0.845420810323722,0.895287620894316,"FHAD1","114827"
"ENSG00000142634",1068.14842431117,-1.26513375586565,0.0645177325179356,-19.6090858511487,1.29335626530331e-85,4.48505520895062e-84,"EFHD2","79180"
"ENSG00000162438",0.158192358990472,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"CTRC","11330"
"ENSG00000132906",94.9223313065353,0.228560363304666,0.183331445983951,1.24670572513062,0.212505418829857,0.305879955338845,"CASP9","842"
"ENSG00000116138",690.838087073522,0.57656180276846,0.0758138132935987,7.60497035725734,2.84969202492061e-14,1.51346886714522e-13,"DNAJC16","23341"
"ENSG00000116771",13.0920426990711,0.242270424308611,0.488257592869098,0.496193869479802,0.619757635881054,0.719325008273159,"AGMAT","79814"
"ENSG00000197312",629.759400075765,0.971457140162064,0.0799150799382607,12.1561179806436,5.32285956337724e-34,6.04378306972679e-33,"DDI2","84301"
"ENSG00000116786",1641.39742983243,0.237711723862433,0.0548405565856607,4.33459721531325,1.46027246067491e-05,4.14592477854495e-05,"PLEKHM2","23207"
"ENSG00000162461",2.30616775618368,1.15470264242033,1.22305603015711,0.944112627670875,0.345112097080163,0.45665847430126,"SLC25A34","284723"
"ENSG00000162458",2879.63997052123,-0.103533772771603,0.0449561726890011,-2.30299348407239,0.0212792097104452,0.039378828818752,"FBLIM1","54751"
"ENSG00000233954",121.953128805443,-0.0515524904105089,0.168228564012546,-0.306443146044238,0.759267261624522,0.831419934751631,"UQCRHL","440567"
"ENSG00000065526",957.239667690687,-0.122588415141519,0.0744618295669102,-1.6463255852633,0.0996967446457786,0.158573968438508,"SPEN","23013"
"ENSG00000116809",428.303791082262,0.0976348900993341,0.0935396304695765,1.04378101141943,0.296586718823413,0.402087670133332,"ZBTB17","7709"
"ENSG00000173641",36.4061210182215,-1.62638878152995,0.319779772444097,-5.08596516002047,3.65761197409927e-07,1.22124796724683e-06,"HSPB7","27129"
"ENSG00000186510",0.13581866357583,0.785955208142751,4.0804728567969,0.192613757210411,0.847261469988086,NA,"CLCNKA","1187"
"ENSG00000184908",0.56087316491117,-2.67490235690705,2.44626168783249,-1.09346533537757,0.274189540869211,0.376994631339717,"CLCNKB","1188"
"ENSG00000185519",11.0368348263553,-0.190981150662634,0.541817495598113,-0.352482435901798,0.724476488453606,0.804864653009893,"FAM131C","348487"
"ENSG00000142627",2309.84676794303,0.48060209302863,0.0497135129821626,9.66743374585239,4.14644981650419e-22,3.19447869292414e-21,"EPHA2","1969"
"ENSG00000142632",111.760276673965,0.0524303639795618,0.168115851835066,0.31187043581708,0.755138991492575,0.828191580340643,"ARHGEF19","128272"
"ENSG00000132881",73.6352610940121,0.471351298339626,0.209273412514445,2.25232289508869,0.0243018743487954,0.0444754779774677,"CPLANE2","79363"
"ENSG00000037637",491.742331229767,0.0242224040195951,0.088705252386489,0.273066175541196,0.784802346963616,0.850224303467301,"FBXO42","54455"
"ENSG00000055070",3284.51932805167,0.59222825327534,0.0464185336583681,12.7584438068215,2.79733690991301e-37,3.4849663041672e-36,"SZRD1","26099"
"ENSG00000187144",0.177436594104331,0.785955538541566,4.05983006390922,0.193593211087453,0.846494414395661,NA,"SPATA21","374955"
"ENSG00000157191",1371.8429317135,-0.0664601909144243,0.0564172826362755,-1.17801120168966,0.238792140535256,0.336873606509869,"NECAP2","55707"
"ENSG00000219481",358.542842563789,-0.175917975480583,0.0973541204768001,-1.80699054769341,0.0707637530117765,0.116999967911858,"NBPF1","55672"
"ENSG00000058453",290.439020778139,0.50137670497993,0.113945170584917,4.40015757057718,1.08172301404646e-05,3.12107160943947e-05,"CROCC","9696"
"ENSG00000117122",320.522080524668,1.95177396670927,0.117024096875583,16.6783937566666,1.88211845093994e-62,4.24138558561971e-61,"MFAP2","4237"
"ENSG00000159363",855.936179460548,0.225799161860036,0.0700821459151686,3.22192134546445,0.00127334085501313,0.00288271851323864,"ATP13A2","23400"
"ENSG00000117118",694.444991253429,-0.842675554609336,0.0758339285913784,-11.1121178905287,1.09530434565523e-28,1.04280332340225e-27,"SDHB","6390"
"ENSG00000142623",1.9392474664235,-1.68177096227913,1.35144234669289,-1.24442671668132,0.213342555127628,0.30690508320849,"PADI1","29943"
"ENSG00000179051",1876.89672122939,0.750218160770031,0.0539812549779602,13.8977532307527,6.53610283986859e-44,9.76968394056625e-43,"RCC2","55920"
"ENSG00000074964",234.045132513187,-0.534897217593293,0.120750824896837,-4.42976036023174,9.43378581559741e-06,2.74068865267642e-05,"ARHGEF10L","55160"
"ENSG00000117148",0.485425494455014,-0.999060934654243,2.50235133124642,-0.39924886732696,0.689709839316663,NA,"ACTL8","81569"
"ENSG00000159423",214.304092213007,0.339568373104161,0.12513790217338,2.71355334560177,0.00665658497284386,0.0135186370855412,"ALDH4A1","8659"
"ENSG00000169991",333.516665634404,0.00514653678009809,0.102829378729109,0.0500492840052645,0.960083114547741,0.972622005925529,"IFFO2","126917"
