"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000002745",7.28561888515924,-0.616755840397284,1.02005314561186,-0.604631085204228,0.545424147475142,NA
"ENSG00000002746",126.130005973738,0.193681254724148,0.308349478770702,0.628122529982207,0.529923674966582,0.788533509271849
"ENSG00000002822",351.152304336473,-0.0573898319667137,0.150034116411458,-0.382511880226803,0.702081718534869,0.893013427123579
"ENSG00000002834",8609.18275618938,0.416875055371325,0.108296983616797,3.8493690354887,0.000118422479332921,0.00183011066275212
"ENSG00000002919",251.500095596273,0.341973669874927,0.144338780689966,2.36924316694537,0.0178245300402496,0.0988113131257616
"ENSG00000002933",546.441449222622,0.404466498425363,1.40062631378887,0.288775453126558,0.772753217770892,0.925756744263357
"ENSG00000003056",1837.96769229328,-0.00770187687693717,0.100389433711294,-0.0767199952445859,0.938846297516214,0.983555502335291
"ENSG00000003096",414.075308683702,-0.964578629321617,0.191741904271291,-5.03060941731787,4.8892326586159e-07,1.49289170594229e-05
"ENSG00000003137",106.506412172302,-1.03077632905586,0.583074413477823,-1.76782980907645,0.0770893599140959,0.267760568984032
"ENSG00000003147",9.33188603208963,0.254911504755497,0.570505284731504,0.446817078785634,0.65500713893819,NA
"ENSG00000003249",122.242063046478,-0.368497975015865,0.353315002467839,-1.04297290644885,0.29696084117033,0.600626063988139
"ENSG00000003393",860.859802380907,0.0548919352194714,0.166834695847635,0.32901990164925,0.742140645414132,0.912907738368829
"ENSG00000003400",95.3711570248671,-0.178398908375878,0.354603466800509,-0.503094089816784,0.614898121800287,0.845066429642953
"ENSG00000003402",3368.72335143759,1.16249955503505,0.126138593252646,9.2160497834842,3.08247089974416e-20,7.91254606383481e-18
"ENSG00000003436",5053.34063480256,-0.325443615737939,0.199411744750844,-1.63201829533444,0.102675632127149,0.322727153593647
"ENSG00000003509",302.835086615061,-0.100895148270191,0.125090107320691,-0.806579756235462,0.419908640720283,0.713270117060193
"ENSG00000003756",2957.87449781706,-0.183767842696339,0.0805067784641454,-2.28263813559726,0.0224516926503167,0.115147607581797
"ENSG00000003987",30.2673614014711,0.754687159849314,0.350816093212693,2.151233009119,0.0314578128448344,0.146009370375427
"ENSG00000003989",39.5398447202775,0.586932349134439,0.730281578309876,0.803706907810551,0.421566263729415,0.714323233853433
"ENSG00000004059",1684.3217819095,0.379689771039634,0.114194253668284,3.32494638602894,0.000884355393123402,0.0094103945879046
"ENSG00000004139",312.643392000576,-0.080777069534062,0.20499248886579,-0.394048923358101,0.693544919623826,0.889780575001776
"ENSG00000004142",1468.18173216884,0.152287930258555,0.12737571415131,1.19558058043664,0.231860273431002,0.523015168470737
"ENSG00000004399",3661.96471974267,-0.0519472643852759,0.217224517166167,-0.239140890093628,0.810996335736195,0.941262894070402
"ENSG00000004455",1236.90625297069,-0.0918567972106067,0.16457779099249,-0.558136044095999,0.576751489362164,0.821567090518245
"ENSG00000004468",5.59935950029571,0.241581280751299,0.814160769391886,0.296724295536545,0.766677006806221,NA
"ENSG00000004478",612.469678830193,-0.00303832191426382,0.166569999965185,-0.0182405109857649,0.985446984911857,0.995355988415717
"ENSG00000004487",1255.80031118487,-0.334105525803989,0.0960383685463101,-3.478875483426,0.000503522488043141,0.00602833840427935
"ENSG00000004534",1306.14906893784,-0.303531255147875,0.158959516857921,-1.90948778121397,0.0561991964864544,0.217793457212731
"ENSG00000004660",79.865424377978,-0.645176178926618,0.378102799642387,-1.70635123447071,0.0879427042570569,0.291633951384525
"ENSG00000004700",1510.20849871797,0.409553280859456,0.119162326764517,3.43693591741285,0.000588334782701571,0.0067721154691745
"ENSG00000004766",495.212595858396,-0.114356684939028,0.129941106528761,-0.880065500394341,0.378823827182137,0.677801189336037
"ENSG00000004776",12520.3502740741,-0.154542224152924,0.245604661253982,-0.629231641467549,0.52919741670236,0.787974866398639
"ENSG00000004777",104.39554381318,-0.471433085352396,0.409422542902586,-1.1514585445398,0.249543640578698,0.544511128676516
"ENSG00000004779",366.340319770589,0.10990347179176,0.136529808339925,0.804977851562843,0.420832460944407,0.713813439525109
"ENSG00000004799",935.559303330853,2.55967531416087,0.911031411160663,2.80964551035603,0.00495960938100018,0.0378786102245324
"ENSG00000004809",1.40994350389939,0.0528321817693275,1.54297791913353,0.0342404004063751,0.97268545055012,NA
"ENSG00000004838",16.3434516100777,-0.923936691699482,0.41150824228119,-2.24524467985781,0.0247524292442045,0.123402931986077
"ENSG00000004846",22.073292550198,-1.58995194445532,0.64941153114935,-2.44829644715636,0.0143533506432429,0.084395049917262
"ENSG00000004848",0.13880171053401,0.894699722854172,3.5338115409304,0.253182636507722,0.800127083554548,NA
"ENSG00000004864",152.306716934468,0.0559735174612718,0.2746095052703,0.203829497475612,0.838486741058441,0.953154821986796
"ENSG00000004866",523.884326788918,-0.614081619055334,0.212089244658635,-2.89539255063933,0.003786846480952,0.030782745145811
"ENSG00000004897",1680.01793286077,-0.161864823437838,0.10072809867261,-1.60694806683423,0.108065760929596,0.333625081483184
"ENSG00000004939",8.67357060287904,-0.609551433429279,0.567082211229238,-1.07489076779182,0.282423635833477,NA
"ENSG00000004948",0,NA,NA,NA,NA,NA
"ENSG00000004961",435.963192136172,-0.166362112576123,0.141786728980218,-1.17332640207345,0.240664938544907,0.533196504297188
"ENSG00000004975",1003.16479833127,-0.346747940303981,0.162599798918692,-2.13252379529308,0.0329638104607274,0.150963685947299
"ENSG00000005001",0,NA,NA,NA,NA,NA
"ENSG00000005007",2286.27675995712,0.22128727278318,0.0941992558621371,2.34914034891145,0.0188168126294593,0.102326975681566
"ENSG00000005020",752.819690039845,0.0733029402924764,0.150904592180531,0.485756856257774,0.627139566832109,0.852988660949464
"ENSG00000005022",1300.3667432696,-0.0771831248020297,0.116845445287117,-0.660557410794855,0.508896189255734,0.776204976276777
"ENSG00000005059",215.744400092371,0.223333752600779,0.257311169186684,0.867952033744583,0.385420591812461,0.684393816742845
"ENSG00000005073",0.424982332670398,-1.07930236636265,2.58025387820358,-0.418293089482373,0.675732841560341,NA
"ENSG00000005075",614.656589191918,0.0987773493243742,0.160706698121967,0.614643636380409,0.538790090091217,0.795453866954958
"ENSG00000005100",502.327471136299,0.314431865484895,0.130849122697259,2.40301088003766,0.01626070362874,0.092722433429993
"ENSG00000005102",0.442262621211789,-2.19311639032443,3.46383756581174,-0.633146430413079,0.526638024312906,NA
"ENSG00000005108",12.5069565681574,0.931825433823469,0.623894022306393,1.49356365104882,0.13528970599606,0.380706539819831
"ENSG00000005156",284.201575596381,-0.385473065910848,0.204307350859973,-1.88673126193605,0.0591964806364303,0.225599068756602
"ENSG00000005175",347.42491006876,-0.199143010245023,0.288689162982226,-0.689818101198636,0.490308584009859,0.762986007709725
"ENSG00000005187",26.7924966379797,-0.327506483008706,0.412451020524359,-0.794049394258594,0.427166676533742,0.718188201166021
"ENSG00000005189",79.0300154216569,-0.439826193614043,0.271072683961487,-1.62253970848841,0.104687838021062,0.326813571142366
"ENSG00000005194",458.750922474384,0.12800173626606,0.161088911317729,0.794603025242325,0.426844458013601,0.717819384265857
"ENSG00000005206",687.428245938322,0.101318274776541,0.139402935093317,0.726801589283023,0.467347509364554,0.747502863208254
"ENSG00000005238",705.733199499233,-0.205823489524854,0.115328505482669,-1.78467143628931,0.074314626679761,0.261378314227817
"ENSG00000005243",993.989596404182,-0.106568977506581,0.185248561010484,-0.575275602278766,0.565104919210965,0.815101050346295
"ENSG00000005249",301.336933757971,0.660280961014507,0.225566737067891,2.92720890321598,0.00342019064580086,0.0283984579663674
"ENSG00000005302",469.935385547665,0.190286827870615,0.159050032795597,1.19639603039354,0.231542049697082,0.522725930279271
"ENSG00000005339",2604.13968768159,-0.104401332172603,0.135777656823315,-0.768913933376077,0.441944405343237,0.729978007602292
"ENSG00000005379",158.961412885247,0.120941682055544,0.284870280470672,0.424550015732495,0.671164737312128,0.877828408215716
"ENSG00000005381",7.12408517617175,1.17019134148194,1.30316102491845,0.897963735183964,0.369204883575515,NA
"ENSG00000005421",0.106546340246823,-0.5479727975451,3.5338115409304,-0.155065653954152,0.876769558794206,NA
"ENSG00000005436",302.967289999217,0.156959065151085,0.139209882250635,1.12749944625694,0.259531374498694,0.556980670432201
"ENSG00000005448",234.244457375311,0.280155169186975,0.158303055515263,1.76973949286762,0.076770547669995,0.267100837229974
"ENSG00000005469",422.232491862876,-0.273993709010039,0.243915852509755,-1.12331243004832,0.26130482651236,0.559599826343552
"ENSG00000005471",33.2839581855106,-1.22916811609893,0.509500416059264,-2.41249678578468,0.0158436771391784,0.0909944976385501
"ENSG00000005483",1867.57277020935,0.013803578120726,0.131030399674047,0.105346378817923,0.916100962713072,0.97720447107265
"ENSG00000005486",856.445860419445,-0.15178352679813,0.189515705010533,-0.800902103547007,0.423188322236374,0.715624609471777
"ENSG00000005513",4.19025057528613,-0.664739149857514,1.01931793248618,-0.652141131507591,0.514310132052006,NA
"ENSG00000005700",579.449582755315,-0.0875213502560928,0.13288028758025,-0.658648109887907,0.510121761433179,0.777127043951049
"ENSG00000005801",220.819344240061,-0.245459370014968,0.221066529575409,-1.11034162650677,0.266851841958385,0.566032373453745
"ENSG00000005810",2862.99024994653,-0.0627162845815645,0.120435293399368,-0.520746724746166,0.602543220208658,0.839002388565399
"ENSG00000005812",1499.03049853399,0.408597279763833,0.171642594415547,2.38051214009628,0.0172885913592329,0.0969483723709544
"ENSG00000005844",3.21951546901152,-0.938815055266139,1.14112424414126,-0.822710638290431,0.41067256419795,NA
"ENSG00000005882",1066.40685200078,-0.127921181717228,0.145631561058768,-0.878389140288125,0.379732575700865,0.678398065190034
"ENSG00000005884",1294.27596518976,0.333534620078867,0.276376751676092,1.20681141975995,0.227504777130685,0.516885666013236
"ENSG00000005889",800.115454708102,0.0162935634136092,0.227734262436502,0.0715463858590544,0.942962908542873,0.985126994074897
"ENSG00000005893",5133.58060707205,0.0430752555250883,0.0826645473305404,0.521084998540531,0.602307560798228,0.838954107264707
"ENSG00000005961",10.2882547896421,-0.61982263349328,0.637196518930078,-0.972733866365167,0.330685588884046,0.636855702396857
"ENSG00000005981",6.43695995371267,-0.629663993690795,0.791503566241044,-0.795528940799539,0.426305883039213,NA
"ENSG00000006007",2603.73463702376,0.180766912818257,0.146939239347442,1.23021538440681,0.21861646035581,0.505067943662938
"ENSG00000006015",386.908775735769,-0.0531752737518187,0.320215053323188,-0.166061130480801,0.868108842764017,0.962595056357251
"ENSG00000006016",160.452316906975,0.192130469942414,0.492939506101784,0.389764803924526,0.696710471903666,0.890964643172756
"ENSG00000006025",160.463406583492,-0.652554601970725,0.315114137862469,-2.07085155365365,0.038372670734083,0.166902383190031
"ENSG00000006042",3151.10977435982,0.00904096047030456,0.0981847999688707,0.0920810601352855,0.926633636335818,0.979848296697804
"ENSG00000006047",0.673880264953231,-0.28828899277359,2.11000864920198,-0.136629294331387,0.891323820108563,NA
"ENSG00000006059",0,NA,NA,NA,NA,NA
"ENSG00000006062",258.268778963446,-0.584187742450784,0.273247251714173,-2.13794553755244,0.032521163749985,0.149433563408229
"ENSG00000006071",0,NA,NA,NA,NA,NA
"ENSG00000006116",0.450684746143017,-1.01557138430551,3.11297552344814,-0.32623815274352,0.744244177342231,NA
"ENSG00000006118",458.98540697157,-0.549888036433399,0.221087251531893,-2.48719920584872,0.0128753281274624,0.0782491350282576
"ENSG00000006125",6730.77886718365,0.0802578614252521,0.108527831422016,0.739514098583297,0.459594881896307,0.741708295860761
"ENSG00000006128",0.66128073055551,1.96247700003909,3.45793653412284,0.567528345495476,0.570355274101014,NA
"ENSG00000006194",551.635247266725,0.111690123228159,0.102590118814325,1.08870254288626,0.276285080080452,0.57679670739182
"ENSG00000006210",15.8841012169951,0.950279868961396,0.61316963681672,1.54978298321292,0.121193612700762,0.357444452649084
"ENSG00000006282",1394.30895675099,-0.106981530767096,0.168558648654324,-0.634684316830821,0.525634324228747,0.786189060177441
"ENSG00000006283",61.3642320498775,-1.17347549844753,0.461209913944058,-2.54434144403466,0.0109484004701415,0.0691754380977446
"ENSG00000006327",587.259201120954,-0.146104464368199,0.321307056543873,-0.454719127366096,0.649311318367319,0.865653161678965
"ENSG00000006377",0.186293186425353,0.894699722854172,3.5338115409304,0.253182636507722,0.800127083554548,NA
"ENSG00000006432",6.99503209019926,-0.218563956252646,0.735202753906776,-0.297283919423893,0.766249757437746,NA
"ENSG00000006451",1108.16420749476,-0.569179433484937,0.210671518782101,-2.70173888134183,0.00689779102970815,0.0483025745828544
"ENSG00000006453",212.928764376348,-0.273778930114737,0.157637938515702,-1.7367578686489,0.0824299185440617,0.279409381456986
"ENSG00000006459",410.885814318294,0.00560167733292925,0.312423497968066,0.0179297567864176,0.985694890343937,0.995355988415717
"ENSG00000006468",210.179164493274,0.0486120622106961,0.406144751487982,0.119691469685617,0.904727557983932,0.973229552217249
"ENSG00000006530",277.887455661785,0.0331563103437824,0.201432210451252,0.164602822306845,0.869256609641413,0.962892622002376
"ENSG00000006534",1145.46216651212,0.427916521981316,0.262825503337595,1.6281392655859,0.103495359331754,0.324386841282991
"ENSG00000006555",4.76708315841851,-0.610580002303093,0.811523360994721,-0.752387462456629,0.451818084080088,NA
"ENSG00000006576",1076.37418478476,-0.416587761528716,0.195871238274828,-2.12684498856437,0.0334329648958101,0.151963461388669
"ENSG00000006606",4.01454411368169,-0.433957880934077,0.89938540411289,-0.48250491830264,0.62944730538713,NA
"ENSG00000006607",957.991889094816,0.595861925335485,0.155053660031777,3.84294008418355,0.000121569155344687,0.00186730715790597
"ENSG00000006611",0,NA,NA,NA,NA,NA
"ENSG00000006625",177.304447555595,-0.108719218236916,0.251338881256685,-0.432560285513023,0.665334246715003,0.874771001519118
"ENSG00000006634",92.842938687114,-0.448347904396818,0.297818726994718,-1.50543892562126,0.132211267772622,0.375554705008718
"ENSG00000006638",64.0929103692678,-0.485251401133186,0.293993814908545,-1.65054969365304,0.0988305582837562,0.315141721617602
"ENSG00000006652",1086.50811752792,-0.0509940198887024,0.218671138829962,-0.233199589856964,0.815606424317949,0.94327707650354
"ENSG00000006659",1.43778491344811,-0.485808154122162,1.54326977279923,-0.314791465941168,0.752919991766198,NA
"ENSG00000006695",181.541477163383,0.196125214278242,0.202800613536292,0.967083929670382,0.333502078447707,0.639110335074089
"ENSG00000006704",291.607449568848,-0.0413723899708162,0.235419432246207,-0.175739061028522,0.860498946582365,0.960055439907528
"ENSG00000006712",1114.82190220928,-0.23893191380327,0.129796464174501,-1.84081989692759,0.0656479560432098,0.241670745882728
"ENSG00000006715",2208.49179423824,-0.139604325402341,0.134206350802327,-1.04022145425863,0.298237026187958,0.601918944778334
"ENSG00000006740",43.379700039727,-0.0199689503688087,0.379717673168433,-0.0525889411524731,0.958059428460486,0.99009280409649
"ENSG00000006744",938.900417504684,0.251716749270146,0.153817421524673,1.63646449651199,0.101742410331141,0.320684454623336
"ENSG00000006747",27.7360544388753,0.203422873843707,0.487478817022407,0.417295822383102,0.676462043823565,0.880383058667002
"ENSG00000006756",545.414312401993,-0.0147901884830337,0.158864975822689,-0.093099113926415,0.925824821364428,0.979848296697804
"ENSG00000006757",168.95903743019,-0.0157237739884656,0.154076056441111,-0.102052027756015,0.918715378436653,0.977935795089026
"ENSG00000006788",11.2024027852827,2.95519566506426,1.06558260347776,2.77331448112923,0.00554884688108049,0.0410739423333158
"ENSG00000006831",1095.78070752679,0.243869398068223,0.0932019222248136,2.61657047673312,0.00888180268411772,0.0589718990140126
"ENSG00000006837",75.3675602917904,-0.148190196448868,0.313415249366703,-0.472823823181246,0.636338876141108,0.858561450258982
"ENSG00000007001",2.00323736390909,-0.28433411290885,1.40169857366522,-0.20284968412671,0.839252522808566,NA
"ENSG00000007038",0.887380960584451,0.607941216458294,1.95110338652524,0.311588417434398,0.755353337867784,NA
"ENSG00000007047",813.832894191521,-0.0377195317853256,0.175117680288933,-0.215395337141806,0.829459105114277,0.94937712718831
"ENSG00000007062",2.45626676455035,-0.552453765236131,1.02526595865661,-0.538839469477756,0.589997626716898,NA
"ENSG00000007080",662.955088766559,0.244243803157068,0.158825019014298,1.53781693005861,0.124093382877042,0.36232779712219
"ENSG00000007129",0,NA,NA,NA,NA,NA
"ENSG00000007168",3974.85824788827,0.0515659543599505,0.103637244893687,0.497561995331387,0.618792796310403,0.847994417723552
"ENSG00000007171",1.482516982495,-0.538363484516165,1.78169943649398,-0.302162908899806,0.762527877851067,NA
"ENSG00000007174",2.70167247050387,0.383779638887231,1.02562238283232,0.374191949504262,0.708261513034656,NA
"ENSG00000007202",6545.03722366678,0.0244029370808381,0.0920226484583477,0.265184033383734,0.790867694238324,0.932188592827412
"ENSG00000007216",0,NA,NA,NA,NA,NA
"ENSG00000007237",425.112222586833,-0.895774919748927,0.960669066386979,-0.932449009852982,NA,NA
"ENSG00000007255",130.451959536511,0.270306675785187,0.242085504302602,1.11657522231198,0.264175990729216,0.562818535917878
"ENSG00000007264",2.94325916834344,0.130029540920605,0.934638476620222,0.139122820398759,0.889353095513862,NA
"ENSG00000007306",0,NA,NA,NA,NA,NA
"ENSG00000007312",2.07733296226224,0.627355655274233,1.53120649871176,0.409713291970771,0.682016278398938,NA
"ENSG00000007314",0.779954153372703,-0.684393456024242,2.03068597952152,-0.33702574545056,0.736097492250756,NA
"ENSG00000007341",281.675425442917,0.215543120141416,0.241297144887563,0.893268423220889,0.371713443720661,0.67227132853468
"ENSG00000007350",0,NA,NA,NA,NA,NA
"ENSG00000007372",40.4540315259517,0.204825992250136,0.515864168536188,0.397054117620435,0.691327553547214,0.888906755261573
"ENSG00000007376",258.460977739524,0.120341850177404,0.199984987867697,0.601754418971775,0.547337620149643,0.8016244131608
"ENSG00000007384",1823.38777953572,0.0868116045427593,0.150639122160899,0.576288571637023,0.564420146230315,0.814831723667337
"ENSG00000007392",686.873099124053,-0.103853477906692,0.110159667314384,-0.942754099014342,0.345806694833793,0.650325448437379
"ENSG00000007402",23.7963910924727,0.739536517962879,0.519137318906016,1.42454894115745,0.154287628316622,0.412769145178456
"ENSG00000007516",11.2010825391975,-0.211644977337045,0.707152760681707,-0.299291735965248,0.764717459522531,0.922091325006091
"ENSG00000007520",580.560487206145,0.0714336082153258,0.1506564361933,0.474149064057725,0.635393612948035,0.858050492028353
"ENSG00000007541",653.546283118955,0.221748013687622,0.164697298587902,1.34639739442521,0.178174390795657,0.448887043378698
"ENSG00000007545",622.76848387059,0.166768403599033,0.1576424724137,1.05789005364863,0.290105570283219,0.593015098115719
"ENSG00000007866",1620.52184915199,0.553934461373925,0.156832395054797,3.53201557102014,0.000412405071025151,0.00512797602682752
"ENSG00000007908",0,NA,NA,NA,NA,NA
"ENSG00000007923",977.439461349907,-0.0384290793756264,0.147724381428718,-0.260140397976009,0.794755477244613,0.933794500298104
"ENSG00000007933",877.805740707214,0.313996093721059,0.978772381072815,0.320806042132997,0.748357380267633,0.915794483205664
"ENSG00000007944",345.286662228229,-0.489789864742872,0.152322640725952,-3.21547645450861,0.00130228177581297,0.0129927914984765
"ENSG00000007952",10.1687462516428,0.809128458611218,0.57399151112206,1.40965230832335,0.158642373432463,0.419765294871211
"ENSG00000007968",3.95849086572913,0.162676335960858,0.819783077493916,0.198438270350933,0.84270217733409,NA
"ENSG00000008018",1517.71752051207,0.0478484393435396,0.110936141630613,0.431315156992405,0.666239230955988,0.875479131183764
"ENSG00000008056",17.7167030593017,0.676013565163085,0.458124729302827,1.47561029109221,0.140048540856607,0.388895333933501
"ENSG00000008083",305.072434597756,0.487459854580978,0.151932656611776,3.20839420208753,0.00133478408426774,0.0132556296414602
"ENSG00000008086",372.53707879909,-0.172935290532881,0.189039000411848,-0.914812764329676,0.36028993266985,0.661817883471007
"ENSG00000008118",6.947918731314,-0.861305707934043,0.7979170108111,-1.0794427193105,0.280390415849755,NA
"ENSG00000008128",563.813333715399,0.133368795438246,0.3686099631697,0.361815492699653,0.717489913933286,0.900355020840137
"ENSG00000008130",1713.6319552007,0.83014126120587,0.151385287768094,5.48363234925153,4.16680278520602e-08,1.65633144834502e-06
"ENSG00000008196",1.08416182794751,-1.40315172411978,2.31102921164641,-0.60715447344785,0.543748402229703,NA
"ENSG00000008197",0,NA,NA,NA,NA,NA
"ENSG00000008226",8.16270077732332,-0.0171719477360133,0.774036918488782,-0.022184920803958,0.982300446086801,NA
"ENSG00000008256",3740.92435461127,1.1968352108601,0.207374531184233,5.77137030292707,7.86294669982783e-09,3.76849138509153e-07
"ENSG00000008277",19.3106346175362,-0.0241064269364666,0.47452963810572,-0.0508006771351466,0.959484351299747,0.990104479222653
"ENSG00000008282",1985.33227996644,0.286864094058608,0.139662741870542,2.05397724702062,0.0399778939392686,0.171710944557167
"ENSG00000008283",526.559923099993,0.0461205199046856,0.140844948264555,0.327455975332927,0.743323035649639,0.91369429225824
"ENSG00000008294",2928.30789180736,-0.166798754517568,0.135595725173482,-1.23011809040561,0.218652886649984,0.505067943662938
"ENSG00000008300",96.2831177707404,0.526617369940245,0.30273483838736,1.7395334238553,0.0819409783238844,0.278420306097699
"ENSG00000008311",714.926322098101,1.13782474997719,0.189240333953755,6.01259111207891,1.82581151492634e-09,9.56813681438041e-08
"ENSG00000008323",11.0031983554828,0.405444187987039,0.584041381860034,0.694204555670003,0.487553936046352,0.761394551600537
"ENSG00000008324",122.640499235734,0.570316063532942,0.253286891278761,2.25166040237458,0.0243437408113083,0.121919958527534
"ENSG00000008382",158.890722523391,0.132423892708584,0.205625800842921,0.644004264862385,0.519572668416648,0.782841291897877
"ENSG00000008394",3683.6269984121,0.00405145647153783,0.377714326608351,0.010726245170305,0.991441858689233,0.997067573871504
"ENSG00000008405",286.125102009691,0.086297681830952,0.187468459129559,0.460331739171717,0.645278122736617,0.863252851449805
"ENSG00000008438",1.71601671351819,2.69572186153615,1.6197408790158,1.66429204600562,0.0960540811630358,NA
"ENSG00000008441",11031.7971096393,-0.312692593643874,0.14461724423625,-2.16220821586846,0.0306021305559166,0.143511462246456
"ENSG00000008513",1583.37114858265,-0.562139412912091,0.22585318559497,-2.48895941596411,0.0128117589670599,0.0779879781174127
"ENSG00000008516",23.9019134428755,-0.178258532289543,0.486706312993065,-0.366254818420823,0.71417494040526,0.89958623472141
"ENSG00000008517",119.607617110672,-0.900335920469106,0.415638409017703,-2.16615187849677,0.0302995829718772,0.142541919985875
"ENSG00000008710",5182.00878157707,0.404539834888909,0.145972294920844,2.77134667991812,0.00558249554547179,0.0412401294981285
"ENSG00000008735",19.7100642494594,0.378465888242693,0.432176975743801,0.87571969235828,0.381182437204916,0.680137607383182
"ENSG00000008838",1158.52573912739,-0.0257298840859993,0.124753943888718,-0.206245055538691,0.836599495075509,0.952349475530915
"ENSG00000008853",845.571636260842,0.364274124885519,0.177902833495698,2.04760159086689,0.0405990533489171,0.17362611125951
"ENSG00000008869",715.562444905458,0.102813344605353,0.112367270020842,0.9149759052283,0.360204279429079,0.661817883471007
"ENSG00000008952",5171.56671072198,0.0829560960477714,0.141494926483497,0.58628318420623,0.557685229403727,0.810369890847675
"ENSG00000008988",10959.3107578206,-0.0290054280900633,0.143611669247941,-0.201971248171946,0.839939201592965,0.953531953795491
"ENSG00000009307",15902.4117972056,-0.0196345853419326,0.102492947435174,-0.191570111244496,0.84807895661643,0.955902842251453
"ENSG00000009335",2127.18026041807,0.197193707147101,0.0931986520205242,2.11584291051415,0.0343581702076678,0.155144450743927
"ENSG00000009413",8391.06888900911,0.969287576217042,0.150655684984787,6.43379356255236,1.24457868728998e-10,8.45253103991337e-09
"ENSG00000009694",10.1257165658402,1.26320195080811,1.21706570609159,1.03790776823765,0.299312996601673,0.602686436155255
"ENSG00000009709",0,NA,NA,NA,NA,NA
"ENSG00000009724",38.9988331645701,-0.447708151653387,0.27751933257327,-1.61325031846271,0.106690135413459,0.33117895077615
"ENSG00000009765",10.717478680374,1.6031334627843,0.941617965898264,1.70253066619749,0.0886559348515853,0.293036694309747
"ENSG00000009780",176.843521397315,0.426821765706176,0.18871749443979,2.26169686585338,0.0237161385126362,0.119872593232141
"ENSG00000009790",5.5982365472662,0.327318655578116,0.709782962403986,0.461153159367915,0.644688724775125,NA
"ENSG00000009830",429.561114742382,0.117386571222005,0.142679360052364,0.822729869119993,0.410661625694001,0.706206763360084
"ENSG00000009844",867.146195689117,-0.101431793723829,0.127326807710824,-0.796625593207317,0.425668508998406,0.717374363455362
"ENSG00000009950",6.89942793039643,0.614252420235965,0.930433657699704,0.660178632998479,0.509139202373805,NA
"ENSG00000009954",2947.57029221357,-0.0233654141664749,0.0833381498353924,-0.280368765236878,0.779194598170344,0.928126639485353
"ENSG00000010017",2202.06085895341,0.71687263897171,0.15681011009444,4.57159706437275,4.84020990752794e-06,0.000115259401021243
